name,type,img_url,relaxed,happy,euphoric,uplifted,sleepy,creative,energetic,focused,hungry,terpene_profile
Blueberry,Indica,https://images.leafly.com/flower-images/blueberry.jpg,60.0,53.0,44.0,30.0,37.0,0.0,0.0,0.0,0.0,"El perfil de terpenos de la cepa Blueberry se caracteriza por una gran presencia de mirceno, que proporciona un aroma dulce y terroso. También se encuentran terpenos como el limoneno, que aporta un toque cítrico, y el linalool, que añade un aroma floral y relajante. En general, el perfil de terpenos de Blueberry contribuye a su efecto sedante y relajante, además de proporcionar un agradable aroma y sabor."
AK-47,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,42.0,56.0,46.0,45.0,0.0,33.0,0.0,0.0,0.0,"La cepa AK-47 es conocida por su perfil de terpenos que incluye predominantes niveles de mirceno, pineno y limoneno. El mirceno proporciona un aroma terroso y a veces picante, mientras que el pineno le da un aroma fresco a pino. El limoneno le añade un toque cítrico y energizante. En conjunto, estos terpenos proporcionan un perfil aromático único y pueden tener propiedades terapéuticas potenciales como analgésico, antiinflamatorio y relajante."
Blue Cookies,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,74.0,61.0,57.0,41.0,28.0,0.0,0.0,0.0,0.0,"El perfil de terpenos de la cepa Blue Cookies muestra una combinación notable de limoneno, mirceno y cariofileno. Estos terpenos aportan a la cepa un aroma cítrico y a la vez terroso, con notas dulces y especiadas. Además, se ha encontrado que la cepa Blue Cookies contiene una pequeña cantidad de linalool, lo que podría contribuir a su efecto relajante y calmante. En conjunto, estos terpenos ofrecen un perfil de fragancia y sabor distintivo y potencialmente beneficioso para el ámbito medicinal."
Zookies,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,69.0,56.0,41.0,45.0,0.0,0.0,0.0,43.0,0.0,"La cepa Zookies es conocida por tener un perfil de terpenos complejo y distintivo. Está compuesta principalmente por limoneno, mirceno y beta-cariofileno. El limoneno le otorga un aroma cítrico y refrescante, mientras que el mirceno añade notas terrosas y herbales. El beta-cariofileno aporta un toque especiado y picante. Estos terpenos combinados crean un perfil aromatico único en la cepa Zookies."
Kush Mints,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,42.0,42.0,39.0,27.0,18.0,0.0,0.0,0.0,0.0,"El perfil de terpenos de la cepa Kush Mints se caracteriza por tener un aroma a menta y especias. Los terpenos dominantes en esta variedad son el mirceno, el limoneno y el beta-cariofileno. Estos terpenos proporcionan propiedades relajantes y antiinflamatorias, así como un aroma fresco y sabroso."
Super Lemon Haze,Sativa,https://images.leafly.com/flower-images/super-lemon-haze.jpg,0.0,53.0,46.0,51.0,0.0,39.0,51.0,0.0,0.0,"La cepa Super Lemon Haze se caracteriza por tener un perfil de terpenos dominado por el limoneno y el mirceno. El limoneno es responsable de su aroma cítrico y fresco, mientras que el mirceno aporta notas terrosas y herbales. Estos terpenos también pueden proporcionar propiedades energizantes, elevando el estado de ánimo y mejorando el enfoque mental. En conjunto, el perfil de terpenos de Super Lemon Haze crea una experiencia cerebral estimulante y alegre."
Grease Monkey,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,73.0,49.0,50.0,32.0,39.0,0.0,0.0,0.0,0.0,"La cepa Grease Monkey tiene un perfil de terpenos principalmente compuesto por limoneno, mirceno, beta-cariofileno y linalool. Estos terpenos le otorgan a la cepa un aroma a cítricos y tierra, con notas dulces y a especias. En términos medicinales, estos terpenos pueden proporcionar propiedades relajantes, antidepresivas y analgésicas."
Forbidden Fruit,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,67.0,48.0,40.0,28.0,31.0,0.0,0.0,0.0,0.0,"El perfil de terpenos de la cepa Forbidden Fruit se caracteriza por ser dulce y afrutado, con notas distintivas de cereza y uva. Estos terpenos le dan a la cepa un aroma intenso y agradable, con matices de frutas maduras y un toque sutil de tierra. Los terpenos presentes en Forbidden Fruit varían, pero algunos de los más comunes son el limoneno, el mirceno y el beta-cariofileno. Estos terpenos han sido asociados con propiedades terapéuticas, como alivio del estrés, la ansiedad y el dolor. En general, el perfil de terpenos de Forbidden Fruit es un complemento perfecto para sus efectos relajantes y agradables."
Peanut Butter Breath,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,48.0,34.0,29.0,26.0,0.0,0.0,0.0,0.0,"La cepa Peanut Butter Breath tiene un perfil de terpenos que se caracteriza por ser dulce y cremoso, with notes terrosos y toques de nueces tostadas. Los terpenos más prominentes en la cepa son el limoneno, el mirceno y el beta-cariofileno, que contribuyen a su aroma distintivo y potencial terapéutico. Estos terpenos pueden proporcionar efectos relajantes y alivio del estrés, así como propiedades antiinflamatorias y analgésicas. En general, el perfil de terpenos de Peanut Butter Breath es apreciado por su sabor agradable y sus posibles beneficios medicinales."
Animal Cookies,Hybrid,https://images.leafly.com/flower-images/xpdL6Nq9SGu0zjD2aNQf_ANIMAL%20COOKIES-337-edited.jpg,68.0,54.0,47.0,38.0,29.0,0.0,0.0,0.0,0.0,"La cepa Animal Cookies tiene un perfil de terpenos que combina notas dulces y sabrosas con toques terrosos y herbales. Su aroma y sabor son dominados por los terpenos Caryophyllene, Limonene y Myrcene, que contribuyen a su aroma dulce y terroso con tonos cítricos y especiados. Estos terpenos también pueden tener propiedades antiinflamatorias y relajantes, lo que hace de la Animal Cookies una opción popular para aliviar el estrés y promover la relajación."
Grape Ape,Indica,https://images.leafly.com/flower-images/grape-ape.jpg,57.0,46.0,41.0,26.0,41.0,0.0,0.0,0.0,0.0,"La cepa Grape Ape tiene un perfil de terpenos caracterizado por una alta concentración de mirceno, el cual le confiere un aroma dulce y afrutado con toques de uva. También contiene cantidades significativas de limoneno, que le aporta un aroma cítrico y refrescante. Estos terpenos pueden proporcionar propiedades relajantes y sedantes, así como aliviar el estrés y la ansiedad."
Strawberry Banana,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,56.0,51.0,41.0,34.0,0.0,0.0,0.0,0.0,20.0,"La cepa Strawberry Banana tiene un perfil de terpenos que se caracteriza por ser dulce y afrutado. Los terpenos dominantes en esta cepa son el mirceno, que aporta notas terrosas y herbales, y el limoneno, que agrega un toque cítrico y refrescante. Estos terpenos contribuyen a crear un aroma y sabor intensamente afrutados, con notas a fresas y plátanos maduros. En términos de efecto medicinal, los terpenos presentes en la Strawberry Banana pueden tener propiedades relajantes, analgésicas y antiinflamatorias."
White Runtz,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,48.0,48.0,41.0,0.0,0.0,0.0,0.0,0.0,"El perfil de terpenos de la cepa White Runtz se caracteriza por ser dulce, afrutado y ligeramente terroso. Los terpenos dominantes en esta cepa incluyen el limoneno, mirceno y el beta-cariofileno. Estos terpenos le otorgan un aroma cítrico y dulce, con toques de mango y pimienta. Además, se ha asociado a propiedades relajantes y analgésicas, lo que la convierte en una opción popular para uso medicinal."
Candyland,Sativa,https://images.leafly.com/flower-images/candyland.jpg,44.0,61.0,49.0,53.0,0.0,0.0,41.0,0.0,0.0,"La cepa Candyland es conocida por su perfil de terpenos dulces y afrutados. Los terpenos dominantes en Candyland incluyen el limoneno, que proporciona un aroma cítrico y un efecto energizante, y el mirceno, que contribuye a un aroma y sabor agridulce con propiedades relajantes. También se encuentran presentes otros terpenos como el pineno, que puede ofrecer un aroma a pino y propiedades antiinflamatorias, y el linalool, que proporciona un aroma floral y propiedades relajantes y sedantes. En combinación, estos terpenos en Candyland ofrecen un perfil aromático y de sabor atractivo, al mismo tiempo que pueden potencialmente brindar beneficios terapéuticos en términos de energía, relajación y alivio del dolor."
Gelato #33,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,56.0,62.0,50.0,53.0,0.0,0.0,0.0,34.0,0.0,"El perfil de terpenos de la cepa Gelato #33 es conocido por ser dulce y afrutado con notas de bayas y cítricos. También puede presentar matices de menta y pino. Estos terpenos suelen aportar un efecto relajante y calmante, perfecto para aliviar el estrés y la ansiedad."
Super Silver Haze,Sativa,https://images.leafly.com/flower-images/super-silver-haze.png,0.0,58.0,53.0,57.0,0.0,41.0,48.0,0.0,0.0,"La cepa Super Silver Haze tiene un perfil de terpenos dominado por el limoneno, seguido del mirceno y el pineno. Estos terpenos aportan un aroma cítrico, terroso y ligeramente dulce, que complementa su efecto energizante y cerebral."
White Fire OG,Hybrid,https://images.leafly.com/flower-images/flMvWRExSXSewuwawFG6_WHITE%20FIRE-358-edited.jpg,48.0,57.0,49.0,50.0,0.0,36.0,0.0,0.0,0.0,"El perfil de terpenos de White Fire OG se caracteriza por ser dominado por los terpenos limoneno, mirceno y pineno. Estos terpenos le dan a la cepa un aroma cítrico y terroso, con toques de pino. El terpeno limoneno es conocido por sus propiedades energizantes y estimulantes, mientras que el mirceno puede tener efectos relajantes y sedantes. Por otro lado, el pineno puede mejorar la claridad mental y el enfoque. En conjunto, estos terpenos le brindan a White Fire OG un perfil aromático y potencialmente beneficioso en el ámbito medicinal."
FPOG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,49.0,62.0,53.0,50.0,0.0,0.0,0.0,0.0,0.0,"FPOG es la abreviatura de ""Fruity Pebbles OG"", una cepa de cannabis conocida por sus aromas y sabores frutales. Su perfil de terpenos incluye una mezcla de limoneno, mirceno y beta-cariofileno. El limoneno le da un aroma cítrico y refrescante, mientras que el mirceno aporta notas terrosas y el beta-cariofileno aporta un toque picante. Estos terpenos se han asociado con propiedades antiinflamatorias, relajantes y analgésicas, por lo que FPOG puede ser una opción útil para el manejo del dolor y el estrés."
Tahoe OG,Hybrid,https://images.leafly.com/flower-images/wh5SjmW4RsmLzoNbvJAj_TAHOE%20OG-292-edited.jpg,66.0,46.0,43.0,0.0,46.0,0.0,0.0,0.0,30.0,"La cepa Tahoe OG tiene un perfil de terpenos dominado por el mirceno, el limoneno y el pineno. Estos terpenos le dan a la cepa un aroma terroso, cítrico y a pino. El mirceno es conocido por sus propiedades relajantes y sedantes, el limoneno tiene efectos energizantes y estimulantes, y el pineno puede tener propiedades antiinflamatorias y mejora el enfoque mental. En general, el perfil de terpenos de la cepa Tahoe OG puede proporcionar una combinación de relajación física y mental, al tiempo que puede ofrecer propiedades analgésicas y antiinflamatorias."
Jet Fuel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,48.0,52.0,44.0,48.0,0.0,0.0,38.0,0.0,0.0,"La cepa Jet Fuel tiene un perfil de terpenos dominado por el limoneno, mirceno y beta-cariofileno. Estos terpenos proporcionan a la cepa un aroma cítrico y combustible y pueden tener propiedades potenciales como analgésico, antiinflamatorio y relajante muscular."
Platinum Cookies,Hybrid,https://images.leafly.com/flower-images/platinum-gsc.jpg,66.0,57.0,52.0,45.0,0.0,29.0,0.0,0.0,0.0,"La cepa Platinum Cookies tiene un perfil de terpenos caracterizado por un aroma dulce y terroso con notas de vainilla. Sus terpenos dominantes son el limoneno, que le da su aroma cítrico y de limón, y el cariofileno, que agrega un toque de especias y pimienta. Otros terpenos presentes en menor medida son el mirceno, que contribuye al aroma herbal y terroso, y el pineno, que añade un toque de pino. En conjunto, estos terpenos ofrecen un efecto terapéutico relajante y calmante, así como propiedades analgésicas y antiinflamatorias."
Lemon Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,39.0,64.0,50.0,52.0,0.0,0.0,43.0,0.0,0.0,"El perfil de terpenos de la cepa Lemon Haze se caracteriza por ser alto en limoneno, un terpeno que proporciona un aroma cítrico y refrescante. También contiene cantidades significativas de otros terpenos como el beta-pineno, que le confiere un aroma herbal y terroso, y el mirceno, que puede tener propiedades relajantes y sedantes. En general, el perfil de terpenos de Lemon Haze promueve un ambiente energizante y estimulante, ideal para mejorar el estado de ánimo y aliviar el estrés."
Alien OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,54.0,54.0,44.0,0.0,27.0,0.0,0.0,0.0,"El perfil de terpenos de la cepa Alien OG es conocido por ser dominado por el limoneno, que le aporta un aroma cítrico y fresco, con notas terrosas y a pino gracias al a-terpineno y beta-cariofileno presentes en menor cantidad. Estos terpenos en conjunto pueden aportar propiedades relajantes y sedantes, así como propiedades analgésicas y antiinflamatorias en el ámbito medicinal."
Birthday Cake,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,51.0,42.0,30.0,24.0,0.0,0.0,0.0,0.0,"El perfil de terpenos de la cepa Birthday Cake se caracteriza por ser dulce, cremoso y afrutado. Tiene terpenos como el limoneno, que aporta un aroma cítrico y energizante, y el mirceno, que tiene propiedades relajantes y sedantes. También contiene terpinoleno, que contribuye a un aroma herbal y fresco. En general, el perfil de terpenos de la cepa Birthday Cake es equilibrado y proporciona una experiencia dulce y relajante."
Bubble Gum,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,47.0,60.0,51.0,42.0,0.0,29.0,0.0,0.0,0.0,"La cepa Bubble Gum tiene un perfil de terpenos distintivo y delicioso. Predominan los terpenos como el mirceno, el limoneno y el linalool, que le confieren un aroma dulce y afrutado, con notas cítricas y a chicle de fresa. Estos terpenos también ofrecen propiedades relajantes y sedantes, siendo ideales para combatir el estrés y la ansiedad. Además, la Bubble Gum también contiene otros terpenos como el pineno y el cariofileno, que aportan un toque de frescura y propiedades antiinflamatorias. En resumen, el perfil de terpenos de la Bubble Gum es suave, dulce y frutal, con propiedades relajantes y antiestresantes."
Platinum OG,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,69.0,43.0,48.0,0.0,46.0,0.0,0.0,0.0,29.0,"El perfil de terpenos de la cepa Platinum OG se caracteriza por ser rico en limoneno y mirceno. El limoneno le da un aroma cítrico y fresco, mientras que el mirceno aporta un aroma a tierra y especias. Estos terpenos se han asociado con propiedades antiinflamatorias y relajantes que pueden ser beneficiosas en el ámbito medicinal."
Apple Fritter,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,67.0,55.0,42.0,37.0,30.0,0.0,0.0,0.0,0.0,"Apple Fritter es una cepa de cannabis que se caracteriza por tener un perfil de terpenos dulce y afrutado. Los terpenos dominantes en esta variedad suelen ser el limoneno, que le confiere un aroma cítrico, y el mirceno, que aporta un sutil toque a tierra y notas especiadas. Otros terpenos presentes en menor cantidad pueden incluir el pineno y el beta-cariofileno. Estos terpenos contribuyen a su aroma distintivo y pueden tener propiedades medicinales, como propiedades analgésicas y antiinflamatorias."
Blue Cheese,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,59.0,52.0,49.0,34.0,35.0,0.0,0.0,0.0,0.0,"La cepa Blue Cheese tiene un perfil de terpenos característico, dominado principalmente por los terpenos beta-cariofileno, limoneno y mirceno. Estos terpenos le dan a la cepa un aroma distintivo a queso y un sabor agradable y terroso. Además, el beta-cariofileno aporta propiedades antiinflamatorias, mientras que el limoneno tiene efectos energizantes y el mirceno ofrece propiedades sedantes y relajantes. En conjunto, estos terpenos contribuyen a los beneficios terapéuticos de Blue Cheese, como el alivio del estrés y la ansiedad, la mejora del estado de ánimo y el alivio del dolor."
Gary Payton,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,77.0,62.0,51.0,44.0,0.0,0.0,0.0,0.0,0.0,"La cepa Gary Payton es conocida por su perfil de terpenos distintivo y potente. Contiene altos niveles de limoneno, que le otorgan un aroma cítrico y energizante. También tiene un contenido significativo de mirceno, que contribuye a un aroma a tierra y un efecto relajante. Otros terpenos presentes en menor proporción incluyen el pineno y el linalool, que pueden aportar propiedades antiinflamatorias y calmantes. En conjunto, el perfil de terpenos de la cepa Gary Payton combina características estimulantes y relajantes, lo que la hace especialmente adecuada para aliviar el estrés y mejorar el estado de ánimo."
